name,time,time_left,last_online,last_update,init_DartMonkey,init_BoomerangMonkey,init_BombShooter,init_TackShooter,init_IceMonkey,init_GlueGunner,init_Desperado,init_SniperMonkey,init_MonkeySub,init_MonkeyBuccaneer,init_MonkeyAce,init_HeliPilot,init_MortarMonkey,init_DartlingGunner,init_WizardMonkey,init_SuperMonkey,init_NinjaMonkey,init_Alchemist,init_Druid,init_Mermonkey,init_BananaFarm,init_SpikeFactory,init_MonkeyVillage,init_EngineerMonkey,init_BeastHandler,init_Quincy,init_Gwendolin,init_StrikerJones,init_ObynGreenfoot,init_Silas,init_Benjamin,init_PatFusty,init_CaptainChurchill,init_Ezili,init_Rosalia,init_Etienne,init_Sauda,init_Adora,init_AdmiralBrickell,init_Psi,init_Geraldo,init_Corvus,init_gamecount,init_follower,DartMonkey,BoomerangMonkey,BombShooter,TackShooter,IceMonkey,GlueGunner,Desperado,SniperMonkey,MonkeySub,MonkeyBuccaneer,MonkeyAce,HeliPilot,MortarMonkey,DartlingGunner,WizardMonkey,SuperMonkey,NinjaMonkey,Alchemist,Druid,Mermonkey,BananaFarm,SpikeFactory,MonkeyVillage,EngineerMonkey,BeastHandler,Quincy,Gwendolin,StrikerJones,ObynGreenfoot,Silas,Benjamin,PatFusty,CaptainChurchill,Ezili,Rosalia,Etienne,Sauda,Adora,AdmiralBrickell,Psi,Geraldo,Corvus,gamecount,follower,url,pfp_url
...,225400,34189000,19310253,,721,318,461,429,323,131,223,636,363,558,149,160,110,156,246,117,376,258,562,328,927,261,465,218,54,5,27,9,33,19.0,111,2,2,6,7,0,122,1,3,73,6,17,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cea14dfd695f0a1191188195a26e676cb064bbd9919df3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/5ecbf8e3e22e2575ce5eeb7230c15392_ProfileAvatar07.png
VioletHero26,225933,41639000,0,,4673,2511,987,2816,1448,443,141,1564,1408,6696,1706,542,253,431,1039,648,2347,1973,1647,843,9513,1012,2338,1655,403,342,200,134,297,28.0,263,39,71,22,40,62,724,16,62,55,40,34,3631,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb91f8bde93a8a41d13dd190b71e47f9d044cb8c8198939,https://static-api.nkstatic.com/appdocs/4/assets/opendata/3adb5888878230a9d5c5cb15e12f1fe5_ProfileAvatar111.png
Momslayer,163383,116532000,29605326,,4458,1390,1672,3137,2033,810,0,1763,2470,2695,1729,340,261,438,1719,1232,1935,4674,1183,1220,5699,1947,3163,2642,196,152,893,33,127,,239,38,91,38,3,52,172,10,109,18,144,11,6475,18,0,0,1,0,44,0,0,0,40,36,4,0,0,0,0,0,1,0,0,133,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,50,0,0,0,78,2,https://data.ninjakiwi.com/btd6/users/9fbb13dfdb9ffcf61044db1d5d76e324c9514cb89a15df69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/51524359fcf0d2950590fed2a24ede0e_ProfileAvatar68.png
Player,166150,136942000,27167941,,755,527,273,300,498,138,183,373,305,374,212,19,203,43,111,249,445,768,323,775,274,103,530,80,96,19,19,31,54,8.0,45,0,25,3,105,5,57,0,46,67,22,0,921,7,1,1,0,0,44,0,1,0,23,21,15,0,0,0,0,0,0,3,1,113,0,0,1,0,0,0,0,0,0,0.0,0,0,3,0,0,0,0,0,26,0,0,0,38,0,https://data.ninjakiwi.com/btd6/users/9fb612de8a90a8ac1a43da1d5926b07fce0615ee96438a6a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/5ecbf8e3e22e2575ce5eeb7230c15392_ProfileAvatar07.png
Koishi,192550,90169000,36505580,,10000,10205,3205,3295,3201,1316,181,4473,2901,12002,4504,1560,745,912,4337,2601,6208,6284,5340,543,17986,1521,6948,2991,540,762,954,340,981,14.0,882,149,108,57,110,218,715,56,224,47,82,39,9821,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe178fde94a8f319168f435b77e7219a061bba97128939,https://static-api.nkstatic.com/appdocs/4/assets/opendata/be99bb17f8ab6d4953edcfcb2c6e7e0c_ProfileAvatar48.png
Shiny_Dlover,199183,100213000,0,,513,406,166,195,288,79,121,256,177,476,173,39,30,60,136,47,337,147,216,151,619,105,273,120,24,17,23,10,26,,82,0,0,3,0,42,25,0,3,6,5,0,524,3,1,0,0,13,2,0,0,1,12,3,2,0,0,0,0,0,3,0,0,12,7,2,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,2,0,0,0,7,0,https://data.ninjakiwi.com/btd6/users/9fb6118b8a96f0a34a16d91f5f7be3719f0115edca44dd6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/63c5274154eebea4740279b7ee0f16ff_ProfileAvatar80.png
soap,199467,100028000,4557046,,4207,3415,2640,3429,2963,2317,925,1923,2111,2775,1813,1180,1809,1189,2354,1428,3081,3267,2287,1795,3451,2194,2131,2713,2210,320,335,317,301,108.0,212,226,270,324,303,274,322,228,284,204,188,218,7393,23,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,27,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb91f8e8994aca14c4bdd490976b471cf554fbf9710df3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
Prlofty,216350,50085000,4557046,,1394,1013,380,1253,1097,529,630,1147,865,955,428,394,570,566,999,315,418,731,1030,1230,378,957,805,564,188,171,171,161,151,363.0,80,15,18,14,80,14,674,15,41,5,0,0,3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb71283da91f8a74a428e185f7bb326ce011fba9f118931,https://static-api.nkstatic.com/appdocs/4/assets/opendata/1644838b21ce3f4a2377c1fb11437f77_ProfileAvatar47.png
Cyanshredr3248,217733,95925000,0,,4510,3695,858,1560,949,470,174,1391,1347,3557,1521,632,226,431,1276,815,2415,1343,1515,519,6105,921,2086,1447,555,579,148,114,333,13.0,297,11,28,14,147,95,276,3,39,7,29,4,4344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd1382dbc3f0f04b13da495c77b070c4031cbd9610dc6c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/7f2320145829e7f8a2682811cd110ae4_ProfileAvatar93.png
Spike Wong,219300,47956000,4557046,,8204,6053,7561,4687,2853,1810,311,2094,3340,10513,3759,1220,1622,2759,4028,1243,3737,2218,5781,1612,10360,2966,5134,1550,980,676,940,636,544,44.0,1827,514,530,354,128,678,799,289,287,462,200,92,15519,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cbb43da8e96aaf34a42da4a0e76e67fcc551aee9946df38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/c8bf00671de2364f03e72ec73bf26419_ProfileAvatar14.png
SimonAlfa,222833,79600000,0,,1990,1149,342,562,484,219,248,547,600,1369,529,148,153,327,537,377,1201,705,751,328,1606,275,1045,310,240,85,41,25,153,16.0,155,19,6,14,9,180,83,11,81,34,49,36,1749,0,0,0,1,18,0,0,0,2,1,0,0,0,0,0,0,0,32,2,0,0,18,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://data.ninjakiwi.com/btd6/users/9fbf43828c94f8f71b4a86180a73e6229d0114e99d108b3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b2795bc0400051550b15778233a07d77_ProfileAvatar72.png
zjh13,223750,55386000,2765269,,6961,7664,2771,3765,2965,1270,333,4908,2712,10962,2618,1660,1105,998,3957,2272,6697,3399,3378,1400,22568,1816,6983,3039,1428,346,369,303,534,50.0,686,133,162,60,120,369,927,79,173,66,78,37,7921,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbc1689dd96fdad4c4b861e5e76b777cc0c15ef9c12da38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
Player1412690,224317,93519000,0,,14253,2258,1829,2305,2044,1576,252,11513,5288,9497,3028,4603,1153,819,2563,1182,2476,4758,4131,1303,16462,1362,8455,1500,271,1324,554,237,1661,122.0,5029,190,196,62,26,893,560,179,140,285,70,1,19111,4,3,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://data.ninjakiwi.com/btd6/users/9ce91fdedb94a8a51e45864c5777e626c80115b59945d83d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/51524359fcf0d2950590fed2a24ede0e_ProfileAvatar68.png
ISAB,155767,76774000,22038638,,31323,13435,7170,15709,12207,3784,1025,20230,12365,14052,13154,3782,4214,3833,11709,4955,6636,31688,23158,9816,23430,6445,23445,5421,1649,1901,2150,907,1739,34.0,7863,369,542,266,1388,1844,3412,192,1589,375,1012,268,44373,8075,0,0,0,13,462,0,0,0,94,44,17,0,0,0,0,0,19,2,0,565,25,8,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,86,0,0,0,132,22,https://data.ninjakiwi.com/btd6/users/9fbb12deda93f1f01d4a891f5e76e5719e0348e89742df69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/be3456b0c9a0839fa8a4f53df885079e_ProfileAvatar118.png
Cirsium setidens,189283,103996000,5129303,,1024,634,692,478,598,186,192,465,732,1745,397,96,96,121,451,167,1056,709,596,1262,1082,270,864,469,96,192,120,30,72,41.0,78,0,0,0,0,0,48,0,59,0,0,0,1571,0,0,0,0,4,18,0,0,2,10,15,12,0,0,0,2,0,1,2,3,59,20,26,6,21,23,0,0,1,1,0.0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,https://data.ninjakiwi.com/btd6/users/9fb6118a899ffca01847de1e0a76b026cc061bbe9e41da6b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/d5e716187088ec0526b6ca36dbfde36b_ProfileAvatar45.png
Zzzzbaa,187067,127695000,5129303,,22805,20886,17156,31139,30809,4930,2472,3839,7087,19203,6363,1331,10201,5121,12744,2798,4273,47064,13195,21371,2686,2732,13397,5217,4238,1788,5947,2307,2206,306.0,1449,1057,944,271,3733,855,4401,121,3473,981,738,994,51884,29,0,0,0,0,120,0,0,0,59,74,27,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,65,0,0,0,82,1,https://data.ninjakiwi.com/btd6/users/9fb9158fd997ada64a408d1f0c26e2709d554cbc9745de31,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b3bfaf76e60d7b9737216a61480a2846_ProfileAvatar12.png
David Khoo,217033,86380000,1791777,,10181,6129,2541,3900,3566,1811,484,3946,3304,8367,4169,1388,1326,1703,3433,1709,5812,8510,4906,2258,13806,3298,7443,2064,322,366,652,211,323,18.0,2269,77,256,59,64,172,1072,230,200,124,79,48,14190,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbf42898ac7aaf11b118d430d25e3259a051dbdca46db3f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b1ef093283db879ae51f4dc27b82a5a0_ProfileAvatar37.png
narcotic_9000,222300,65928000,0,,12471,5407,3553,2553,2383,1320,153,8863,6457,10680,2873,2778,1152,1367,5421,2896,5729,8963,4635,821,18633,2890,8551,2590,1118,1188,475,314,1197,5.0,3144,192,236,130,32,323,1452,134,194,202,149,20,17313,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ce9178b8d94fbac10108b4b5626e77ec9564fed9641896d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/4d406ac8b5d3b1490b813296b824b7ef_ProfileAvatar41.png
xlunarlily,187650,64293000,5129303,,899,273,290,156,277,157,37,279,475,617,441,290,86,178,817,291,652,786,437,250,1048,191,747,191,131,69,24,2,57,17.0,28,12,50,52,6,211,260,89,34,1,36,8,1409,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,https://data.ninjakiwi.com/btd6/users/9cec158fdec4f0a54c178749597ae577ce0318bd9e12d138,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ab4e2441cc228cff13033032e2f737d8_ProfileAvatar46.png
William,190533,116189000,22364981,,4807,2300,2597,1837,1242,574,91,3315,2208,2748,1344,887,624,358,1492,928,1900,1539,2317,334,7105,1272,2054,731,95,325,430,138,143,,676,100,85,102,14,593,499,77,21,247,133,4,7646,7,0,0,1,3,3,1,0,9,5,4,2,4,0,0,1,1,8,2,0,10,83,8,6,6,0,0,0,1,0,,0,0,0,0,0,2,0,0,2,0,0,0,8,0,https://data.ninjakiwi.com/btd6/users/9cec1588d690f1a01e42884d0d20b776cd074ceac817dd3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/2566e9d027fe699d362170b8c8d82ef5_ProfileAvatar43.png
DBlackWidoww,192583,116228000,12338895,,7515,3776,1823,2903,3755,1139,103,4745,2897,10746,1901,1608,797,881,2685,2649,5234,6260,4401,1358,17853,2873,5624,2732,579,311,272,155,623,9.0,1272,63,67,31,53,314,919,38,107,262,143,53,7667,12,0,0,0,3,3,0,0,1,9,10,3,0,0,0,0,0,3,3,0,30,25,4,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,https://data.ninjakiwi.com/btd6/users/9fbe41dfdac0ada01d148c1e5c27b2709e5119e99f42d86e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/58c6650f0e67a4737d16441bb0358fc0_ProfileAvatar73.png
xNate,192617,114567000,5129303,,1257,387,262,358,228,245,171,474,258,213,267,111,90,123,441,115,207,266,396,155,487,229,278,280,77,25,22,32,50,6.0,8,2,2,3,0,0,56,249,0,1,14,12,630,3,3,2,0,0,5,0,0,2,4,6,3,0,0,0,1,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,https://data.ninjakiwi.com/btd6/users/9fbb1ede8bc7faa71e108b185c22e573cb0514b99e418d6b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/51524359fcf0d2950590fed2a24ede0e_ProfileAvatar68.png
Bloons,168400,182259000,0,,1679,418,190,357,624,508,368,702,582,853,396,366,187,222,354,549,427,1255,462,425,2084,475,1209,261,200,43,29,63,61,21.0,754,49,64,16,48,63,112,28,82,25,66,5,2180,7,0,0,4,7,59,0,0,3,35,35,11,0,0,0,0,0,27,3,0,132,12,10,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,46,0,0,0,37,0,https://data.ninjakiwi.com/btd6/users/9ceb4188dfc5ffa249168d4e0c21e322980d18ed9a188d30,https://static-api.nkstatic.com/appdocs/4/assets/opendata/845b9c31facac365f6d1a03247495b7b_ProfileAvatar82.png
Player,183800,131584000,0,,6720,2689,1963,3672,3269,1098,617,2807,1690,5140,2849,937,1052,1538,2709,1022,3490,2971,2343,1572,9583,2499,5723,4323,927,167,547,57,159,74.0,451,25,75,78,132,83,449,94,100,73,253,11,6756,16,0,0,0,4,13,0,0,0,7,11,7,0,0,0,0,0,0,0,0,37,3,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,https://data.ninjakiwi.com/btd6/users/9fbc448c8b90acf01940891f5970e174cc021cbbca15d869,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
WDSLAB,199017,111992000,0,,531,426,130,139,190,242,218,83,113,107,116,39,35,18,50,46,139,220,97,78,615,111,408,41,22,75,71,27,26,24.0,20,10,2,0,0,139,177,12,18,104,0,0,1172,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://data.ninjakiwi.com/btd6/users/9fb61f83dac4faa649458a4a0e77e423ca011aba9842da3a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/86d7452f3b29f1526e655fdf77095185_ProfileAvatar59.png
maty.cz,205550,111650000,0,,1709,1049,446,499,221,341,39,432,364,1112,451,162,107,191,452,268,755,318,403,54,1203,282,498,356,165,76,25,20,51,1.0,129,9,5,3,1,19,148,37,6,9,7,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbb13d9db97aaf64e44dc4c597be021cc034be8ca12dc39,https://static-api.nkstatic.com/appdocs/4/assets/opendata/be99bb17f8ab6d4953edcfcb2c6e7e0c_ProfileAvatar48.png
Sturmi,208350,118023000,0,,1054,720,276,264,228,280,27,496,829,898,555,210,76,123,475,243,873,809,415,180,2045,197,842,347,158,117,66,19,141,2.0,144,25,30,12,4,58,236,265,48,49,56,2,2900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cea15d8d9c0faf111468e185d73e77fc45149b8cf178d38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/58c6650f0e67a4737d16441bb0358fc0_ProfileAvatar73.png
DD,211600,118693000,0,,5938,3521,1365,2498,1869,1146,508,3417,1429,3896,2280,1009,394,505,2434,886,2546,3301,2384,1255,7359,2059,2622,2045,339,297,249,91,209,35.0,263,51,91,33,107,294,1595,26,111,119,52,5,5944,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb813d9db92abf11c478e4b5b7ab471c80c18ea9817df30,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b2795bc0400051550b15778233a07d77_ProfileAvatar72.png
Antidote_996,196733,122807000,0,,2182,1672,744,1442,857,369,410,813,720,1290,799,444,289,250,793,266,1271,776,1021,588,2411,1088,964,756,232,96,68,64,166,65.0,393,21,46,20,111,70,136,17,21,32,31,0,3150,0,0,0,0,0,11,0,0,0,13,15,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,36,0,https://data.ninjakiwi.com/btd6/users/9fb7108f8cc0acac49118e185b70b07199051bb9cc41dd6a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
SuperG,222383,113046000,0,,17141,5052,5954,6313,4762,1525,326,10901,8684,11824,6503,4722,1816,2021,9221,3861,4644,5708,11430,1229,21399,3369,7270,2724,610,576,883,441,1305,81.0,5930,277,1011,244,245,807,1908,221,397,257,272,133,27164,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd12ddda91a8a34d17dc1d5975b3229d574bed9812dc6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/7f2320145829e7f8a2682811cd110ae4_ProfileAvatar93.png
XAITU,171333,175706000,5129303,,17493,6359,1278,4927,4213,1217,559,7322,3723,7952,6329,2445,577,1331,4234,1677,4101,5232,4621,2079,9989,5873,7115,3009,1129,629,228,154,245,69.0,800,27,104,158,186,2180,1675,63,145,240,308,31,10237,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,https://data.ninjakiwi.com/btd6/users/9fb91f8bddc5fba61d13dd190b71e47f9d044cb99b14dd6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b1ef093283db879ae51f4dc27b82a5a0_ProfileAvatar37.png
.Namisu.,188667,118889000,32249297,,648,485,174,260,194,104,68,287,205,410,127,131,141,116,175,186,432,433,315,239,965,220,510,121,148,52,10,7,37,20.0,46,11,11,5,16,21,226,2,39,8,31,7,937,1,0,0,17,58,0,0,0,4,14,0,0,0,0,0,0,0,58,8,0,0,19,4,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,https://data.ninjakiwi.com/btd6/users/9fb7108b8997fff149118e185b70b071990518efcc458e30,https://static-api.nkstatic.com/appdocs/4/assets/opendata/51524359fcf0d2950590fed2a24ede0e_ProfileAvatar68.png
pypyskin-skor,188883,114755000,5129303,,4243,1641,735,1219,626,492,59,792,1244,3086,815,312,121,289,749,385,1771,938,1102,317,6315,966,2210,1184,344,60,21,38,381,8.0,106,4,19,42,11,81,269,39,54,92,180,15,2387,10,4,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,https://data.ninjakiwi.com/btd6/users/9fb944d9db93f9a04e40db1d0a7be125cf011eee9b11d031,https://static-api.nkstatic.com/appdocs/4/assets/opendata/bead54d560eefd53a00bcb487a12ff96_ProfileAvatar81.png
KingOfDeath,163000,154699000,0,,4016,2207,586,1241,2307,569,881,1543,1333,1685,846,395,469,517,1723,942,1845,1966,1424,1311,1803,849,2000,839,142,286,188,53,130,67.0,286,20,375,18,674,33,237,300,18,50,6,9,4796,4,0,0,7,62,30,0,0,4,20,19,14,0,0,0,0,0,42,10,0,71,8,37,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,27,0,0,0,17,0,https://data.ninjakiwi.com/btd6/users/9cee17dddd95f8ad1147d9185e26b77ecd574fba9642dd3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e0efcee62da40708a4c0a872f76bd89c_ProfileAvatar66.png
Notes,164967,133871000,0,,11829,1735,1767,2754,4541,374,774,810,1013,2130,391,139,2222,972,1897,252,242,6588,1801,5000,220,240,1806,246,76,171,504,460,3,56.0,479,60,58,98,528,28,206,1,305,75,61,0,15589,41,0,0,0,0,18,0,0,0,5,5,2,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,https://data.ninjakiwi.com/btd6/users/9fb843dd8d9eadf34b47dd1a0b21e77fcb551abacf168b69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/845b9c31facac365f6d1a03247495b7b_ProfileAvatar82.png
Missed Laundry,170300,121761000,0,,1732,1705,706,1014,933,1118,499,1547,1020,1408,2402,657,367,537,1598,562,753,743,792,914,1240,370,951,524,315,232,152,104,51,44.0,159,13,182,5,70,648,88,84,135,80,15,2,3385,1,0,0,0,0,34,0,0,0,17,29,4,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,33,0,0,0,16,1,https://data.ninjakiwi.com/btd6/users/9fb71e8a8d94fbac1b47dc4e5a7bef74ca074cbbcc43d06c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/8786323c7af885fd6d24da2291ce33fa_ProfileAvatar88.png
Wukong026,162783,128756000,5129303,,646,195,197,293,542,104,93,208,216,642,546,87,161,129,211,237,178,331,202,640,561,606,608,313,239,15,21,6,58,79.0,74,1,60,9,68,0,85,11,52,30,14,1,947,8,0,6,0,9,11,0,0,2,5,2,1,0,0,2,9,0,0,2,3,24,0,8,2,2,0,0,5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,https://data.ninjakiwi.com/btd6/users/9fb61188d790f9ad4d47da1d567ab57fca511bbfcd12d16d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/63c5274154eebea4740279b7ee0f16ff_ProfileAvatar80.png
solalune,181783,129081000,0,,379,92,112,86,144,24,83,107,88,318,784,36,36,16,144,80,131,59,101,64,332,102,143,41,96,15,3,2,12,29.0,28,10,0,0,1,0,228,10,3,8,0,0,876,2,80,11,0,36,8,2,0,18,7,1,45,3,0,2,15,0,9,29,31,18,14,53,51,2,0,1,0,0,1,0.0,2,0,0,0,0,26,2,0,0,2,0,0,46,0,https://data.ninjakiwi.com/btd6/users/9fb610828ac3f0f0104a8f195a21e3729d564cbecd46db6c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/7f2320145829e7f8a2682811cd110ae4_ProfileAvatar93.png
Gu ChuanMiao,183417,133295000,36168890,,2580,958,388,377,1151,273,413,947,1059,2169,416,99,138,442,804,202,1460,859,830,629,3183,852,1480,561,89,99,652,6,110,14.0,192,11,5,30,460,81,407,9,58,376,52,11,6973,6,0,0,0,0,14,0,0,0,11,18,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,https://data.ninjakiwi.com/btd6/users/9fb7118a89c2f0a04d418f185d70e371cb5718b59b46d06a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
rime_light,190283,123394000,22364981,,2262,1269,1032,887,1409,340,325,472,395,678,424,177,842,374,827,221,576,1422,987,1508,2933,537,1093,745,299,102,185,101,71,83.0,110,41,130,96,198,82,110,73,107,92,73,17,3565,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb746828c9ef8a61e45881f5b26ef23cd5019b49710d86d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f3752d5059750b24dcb6b5a14068f6ef_ProfileAvatar103.png
